23;1;1;4436;206.223.115.61
24;1;5;4436;206.223.116.61
25;1;3;4436;206.223.118.61
26;1;2;4436;206.223.119.61
27;1;4;4436;206.223.123.61
28;1;14;4436;198.32.160.53
29;1;7;4436;198.32.176.13
30;3;1;31800;206.126.236.138
31;3;2;31800;206.223.119.88
32;3;5;31800;206.223.116.138
33;3;17;31800;198.32.124.111
34;3;13;31800;206.81.80.101
37;3;22;31800;198.32.132.25
39;4;1;22822;206.126.236.123
40;4;4;22822;206.223.123.123
41;4;5;22822;206.223.116.123
42;4;12;22822;198.32.118.26
43;4;13;22822;206.81.80.99
44;4;2;22822;206.223.119.123
45;5;1;3303;206.126.236.147
46;5;18;3303;195.66.224.110
47;5;7;3303;198.32.176.129
55;7;1;6079;206.126.236.25
57;7;2;6079;206.223.119.25
62;7;12;6079;198.32.118.23
64;1;12;4436;198.32.118.119
67;7;14;6079;198.32.160.132
91;14;1;3257;206.223.115.19
92;14;2;3257;206.223.119.19
93;14;5;3257;206.223.116.19
95;5;3;3303;206.223.118.82
96;5;2;3303;206.223.119.82
98;2;124;20940;198.32.146.30
99;2;14;20940;198.32.160.47
100;2;7;20940;198.32.176.127
101;2;1;20940;206.126.236.102
104;2;17;20940;198.32.124.114
105;2;24;20940;206.108.34.24
106;2;26;20940;80.249.208.168
107;2;31;20940;80.81.192.28
108;2;18;20940;195.66.224.168
109;2;29;20940;194.42.48.48
110;2;30;20940;210.171.224.201
119;5;26;3303;80.249.208.100
124;5;33;3303;192.65.185.137
125;5;34;3303;194.68.129.159
134;21;17;64597;198.32.124.108
138;25;16;6066;198.32.200.50
139;26;14;8002;198.32.160.33
141;26;151;8002;2001:0458:0026:2::80
176;22;1;12200;206.126.236.151
178;27;5;10310;206.223.116.16
179;27;4;10310;206.223.123.16
180;27;3;10310;206.223.118.16
181;27;2;10310;206.223.119.16
182;27;1;10310;206.126.236.16
183;27;1;10310;206.126.236.2
184;27;14;10310;198.32.160.121
185;27;12;10310;198.32.118.24
187;27;7;10310;198.32.176.135
189;31;26;6762;80.249.208.196
190;31;31;6762;80.81.192.194
191;31;18;6762;195.66.224.153
195;31;1;6762;206.126.236.6
196;31;7;6762;198.32.176.70
197;8;17;23148;198.32.124.51
202;72;5;10026;206.223.116.143
203;72;21;10026;198.32.212.64
206;72;43;10026;210.62.255.55
207;72;44;10026;202.0.91.121
209;29;31;5410;80.81.192.130
210;29;18;5410;195.66.224.184
217;75;31;3549;\N
218;75;42;3549;\N
219;75;18;3549;\N
220;75;35;3549;\N
221;77;13;3742;206.81.80.16
225;116;18;8426;195.66.224.66
226;116;321;8426;195.66.236.66
230;116;31;8426;80.81.192.86
233;87;36;20834;213.228.3.182
238;99;31;8422;80.81.192.212
239;115;26;6805;80.249.208.91
241;99;26;8422;80.249.209.62
242;104;26;15412;80.249.208.72
243;99;18;8422;195.66.224.172
244;104;1;15412; 206.126.236.141
247;104;31;15412;80.81.192.64
249;104;42;15412;123.255.91.196
251;104;18;15412;195.66.224.146
252;110;26;8708;80.249.208.51
253;104;321;15412;195.66.236.146
254;110;31;8708;80.81.192.87
255;124;18;9002;195.66.224.193
257;110;18;8708;195.66.224.46
258;115;321;6805;195.66.236.57
261;104;14;15412;198.32.160.88
263;115;18;6805;195.66.224.57
266;104;7;15412;198.32.176.137
270;104;34;15412;194.68.129.170
271;92;18;6871;195.66.224.164
272;92;321;6871;195.66.236.164
274;126;18;13237;195.66.224.99
275;104;30;15412;210.171.224.139
276;126;26;13237;80.249.208.212
277;126;31;13237;80.81.192.74
283;121;26;6730;80.249.208.116
284;115;34;6805;194.68.129.228
285;121;33;6730;192.65.185.141
286;121;31;6730;80.81.192.141
287;121;18;6730;195.66.224.85
288;115;29;6805;194.42.48.19
289;121;321;6730;195.66.236.85
290;121;35;6730;217.29.66.52
292;121;14;6730;198.32.160.28
294;121;34;6730;194.68.129.213
296;121;29;6730;194.42.48.3
297;127;31;13184;80.81.192.232
299;121;1;6730;206.126.236.7
303;88;18;2110;195.66.224.65
304;88;48;2110;193.242.111.17
305;121;50;6730;193.203.0.64
308;87;49;20834;193.109.219.24
315;93;18;5503;195.66.224.101
316;93;321;5503;195.66.236.101
318;14;18;3257;195.66.224.32
319;14;26;3257;80.249.208.85
325;132;53;8419;5.57.80.130
328;120;36;12322;213.228.3.225
329;120;26;12322;80.249.208.251
330;120;18;12322;195.66.224.191
332;106;49;12295;193.109.219.37
333;88;321;2110;195.66.236.65
334;138;49;3344;193.109.219.130
335;138;49;3344;193.109.219.131
340;100;18;13037;195.66.224.158
341;100;321;13037;195.66.236.158
344;100;53;13037;5.57.80.48
348;107;49;20976;193.109.219.22
349;107;49;20976;193.109.219.23
355;150;26;6774;80.249.208.87
356;150;59;6774;194.53.172.68
357;150;34;6774;194.68.129.173
358;150;18;6774;195.66.224.128
359;150;321;6774;195.66.236.128
360;150;31;6774;80.81.192.12
361;149;31;9044;80.81.192.48
362;149;18;9044;195.66.224.169
364;149;29;9044;194.42.48.15
367;149;60;9044;91.206.52.14
378;163;26;13030;80.249.208.210
380;163;31;13030;80.81.192.67
381;163;60;13030;91.206.52.3
383;163;50;13030;193.203.0.99
384;163;14;13030;198.32.160.103
385;163;64;13030;193.239.116.84
386;169;24;13657;206.108.34.8
387;162;49;25048;193.109.219.92
388;162;49;25048;193.109.219.93
389;162;51;25048;217.79.160.44
391;176;24;21949;206.108.34.31
392;81;13;8121;206.81.80.97
393;81;5;8121;206.223.116.39
396;166;24;5764;206.108.34.51
415;186;26;15600;80.249.208.128
416;186;31;15600;80.81.192.138
417;186;29;15600;194.42.48.54
418;187;36;8565;213.228.3.185
421;155;18;8468;195.66.224.151
423;155;53;8468;5.57.80.135
427;183;26;15703;80.249.208.171
435;179;18;3741;195.66.224.198
452;198;26;5413;80.249.208.95
453;198;31;5413;80.81.192.11
454;198;18;5413;195.66.224.29
455;198;321;5413;195.66.236.29
479;212;33;12350;192.65.185.157
480;212;60;12350;91.206.52.77
484;215;29;15623;\N
486;189;36;24776;213.228.3.157
487;200;36;30889;213.228.3.169
490;5;70;3303;194.68.128.116
491;5;70;3303;194.68.123.116
492;5;31;3303;80.81.193.183
496;101;49;5587;193.109.219.52
497;101;49;5587;193.109.219.64
500;101;57;5587;212.121.33.41
501;101;51;5587;217.79.160.13
502;101;51;5587;217.79.160.33
503;201;18;6067;195.66.224.35
504;201;321;6067;195.66.236.35
506;201;53;6067;5.57.80.88
510;126;50;13237;193.203.0.91
512;221;5;23310;206.223.116.240
513;208;26;20932;80.249.208.234
515;208;33;20932;192.65.185.142
517;208;29;20932;194.42.48.69
518;222;26;30094;80.249.209.141
546;220;1;7784;206.126.236.14
548;230;14;14492;198.32.160.111
549;231;1;16559;206.126.236.26
552;236;7;4788;198.32.176.26
553;236;4;4788;206.223.123.94
557;236;5;4788;206.223.116.120
558;236;51;4788;217.79.160.135
559;236;18;4788;195.66.224.47
560;238;53;3213;5.57.80.152
561;238;53;3213;5.57.80.153
564;185;24;14453;198.32.245.39
565;248;7;4725;198.32.176.86
566;248;4;4725;206.223.123.50
569;24;5;19817;206.223.116.119
570;247;5;2915;\N
571;247;30;2915;\N
572;240;33;559;192.65.185.130
573;240;29;559;194.42.48.11
574;248;30;4725;210.171.224.48
576;229;29;8833;194.42.48.8
577;219;60;20634;91.206.52.8
581;110;55;8708;193.188.137.74
589;250;31;8319;80.81.193.94
592;262;26;8560;80.249.208.220
593;262;31;8560;80.81.192.123
594;262;31;8560;80.81.193.123
595;262;73;8560;194.59.190.46
596;262;18;8560;195.66.224.98
597;258;31;13101;80.81.192.83
598;258;26;13101;80.249.209.119
599;258;64;13101;193.239.116.27
600;258;74;13101;80.81.203.13
611;269;31;15594;80.81.192.75
612;268;26;12859;80.249.208.35
613;268;26;12859;80.249.208.200
616;268;31;12859;80.81.192.95
620;113;34;6853;194.68.129.199
625;263;26;20640;80.249.208.221
626;273;31;8308;80.81.192.97
627;278;31;8741;80.81.192.18
632;113;77;5583;193.168.127.2
636;113;15;2647;198.32.187.166
637;113;71;8593;194.50.100.141
640;279;31;680;80.81.192.222
641;270;31;8763;80.81.192.37
645;254;31;12399;80.81.192.92
646;254;31;12399;80.81.193.92
649;172;24;12059;198.32.245.47
652;126;78;13237;192.38.7.54
653;281;18;2856;195.66.224.10
663;285;50;1853;193.203.0.1
668;263;26;20640;2001:7F8:1::A502:640:1
669;263;31;20640;80.81.192.23
686;92;53;6871;5.57.80.155
688;236;1;4788;206.126.236.176
705;186;60;15600;91.206.52.21
706;186;29;15600;2001:7F8:C:8235:194:42:48:54
707;186;31;15600;2001:7F8::3CF0:0:1
708;186;26;15600;2001:7F8:1::A501:5600:1
719;297;51;28796;217.79.160.63
720;286;7;3856;198.32.176.249
721;286;7;42;198.32.176.53
722;286;13;3856;206.81.80.81
723;286;13;42;206.81.80.80
724;286;11;3856;198.32.134.7
725;286;11;42;198.32.134.6
726;286;1;3856;206.126.236.110
727;286;1;42;206.126.236.111
728;286;18;3856;195.66.225.239
729;286;50;3856;193.203.0.126
731;35;14;29791;198.32.160.128
734;306;49;29444;193.109.219.85
735;307;2;812;206.223.119.105
736;307;12;812;198.32.118.22
745;311;14;23393;198.32.160.82
746;309;14;29838;198.32.160.107
750;312;24;10678;198.32.245.1
755;75;171;3549;\N
761;153;122;21548;192.77.55.13
767;305;49;31157;193.109.219.102
768;305;51;31157;217.79.160.126
769;317;1;6327;206.126.236.20
770;317;13;6327;206.81.80.54
771;317;11;6327;198.32.134.4
772;317;18;6327;2001:7f8:4::18b7:1
775;317;5;6327;206.223.116.20
776;317;13;6327;2001:504:16::18b7
777;317;14;6327;198.32.160.86
778;317;18;6327;195.66.224.213
779;317;26;6327;80.249.208.148
780;317;26;6327;2001:7f8:1::a500:6327:1
794;321;4;2152;206.223.123.95
795;321;23;2152;198.32.146.32
803;257;1;3300;206.126.237.17
804;257;5;3300;206.223.116.144
806;236;30;4788;210.171.224.194
808;203;31;25560;80.81.193.106
810;327;31;9145;80.81.192.247
811;327;26;9145;80.249.208.42
812;327;18;9145;195.66.224.30
814;236;42;4788;202.40.161.222
820;321;81;2152;198.17.46.176
822;321;82;2153;207.231.240.129
824;343;82;101;207.231.240.1
825;343;13;101;206.81.80.84
835;258;50;13101;193.203.0.111
