557;30746;100-1000Mbps;Balanced;Europe;Enterprise;Open;N;N
558;6130;5-10Gbps;Balanced;Regional;Content;Open;N;N
560;11686;Not Disclosed;Heavy Inbound;North America;Educational/Research;Open;N;N
562;29958;20-100Mbps;Balanced;Regional;Educational/Research;Open;N;N
564;7795;20-50 Gbps;Mostly Inbound;Regional;Cable/DSL/ISP;Open;N;N
565;16805;1-5Gbps;Heavy Outbound;North America;Content;Open;N;N
566;10565;1-5Gbps;Heavy Outbound;North America;NSP;Open;N;N
568;28788;100-1000Mbps;Mostly Outbound;Regional;Cable/DSL/ISP;Open;N;N
569;29550;Not Disclosed;Mostly Outbound;Europe;NSP;Selective;N;N
572;8365;5-10Gbps;Balanced;Regional;Educational/Research;Selective;N;N
573;20704;100-1000Mbps;Mostly Inbound;Europe;Cable/DSL/ISP;Open;N;N
574;12932;20-100Mbps;Mostly Outbound;Regional;Content;Open;N;N
576;32787;Not Disclosed;Mostly Inbound;Global;NSP;Selective;N;N
577;1239;Not Disclosed;Balanced;Global;NSP;Restrictive;N;N
578;5459;Not Disclosed;Mostly Outbound;Regional;Non-Profit;Open;N;N
579;34159;0-20 Mbps;Mostly Outbound;Global;Content;Open;N;N
580;21396;1-5Gbps;Heavy Outbound;Europe;NSP;Selective;N;N
582;14280;1-5Gbps;Mostly Outbound;Regional;Content;Open;N;N
583;20312;20-100Mbps;Mostly Inbound;Regional;Educational/Research;Open;N;N
584;34486;20-100Mbps;Balanced;Europe;Content;Open;N;N
585;6667;100+ Gbps;Balanced;Europe;NSP;Selective;N;N
587;35627;0-20 Mbps;Balanced;Europe;Non-Profit;Open;N;N
589;25108;20-100Mbps;Mostly Outbound;Europe;Content;Open;N;N
590;15598;50-100 Gbps;Heavy Outbound;Europe;Content;Open;N;N
591;49621;100-1000Mbps;Balanced;Europe;NSP;Open;N;N
593;30961;100-1000Mbps;Mostly Outbound;Europe;Content;Selective;N;N
595;32952;20-100Mbps;Mostly Inbound;Regional;NSP;Selective;N;N
596;9031;Not Disclosed;Balanced;Europe;NSP;Selective;N;N
598;3605;5-10Gbps;Mostly Inbound;Asia Pacific;Cable/DSL/ISP;Selective;N;N
599;34011;10-20Gbps;Mostly Outbound;Regional;Content;Open;N;N
600;33472;20-100Mbps;Mostly Outbound;Regional;Content;Open;N;N
601;9009;300-500 Gbps;Mostly Outbound;Global;NSP;Selective;N;N
602;31283;5-10Gbps;Mostly Outbound;Europe;NSP;Restrictive;N;N
604;8201;100-1000Mbps;Balanced;Regional;Cable/DSL/ISP;Open;N;N
607;15589;1-5Gbps;Balanced;Regional;NSP;Selective;N;N
609;137;20-50 Gbps;Balanced;Europe;Educational/Research;Open;N;N
611;11643;Not Disclosed;Heavy Outbound;North America;Content;Selective;N;N
612;21195;5-10Gbps;Mostly Inbound;Regional;Cable/DSL/ISP;Open;N;N
613;8897;10-20Gbps;Mostly Inbound;Europe;Cable/DSL/ISP;Open;N;N
614;34968;5-10Gbps;Balanced;Europe;NSP;Open;N;N
615;30653;1-5Gbps;Heavy Inbound;Regional;NSP;Open;N;N
617;8804;100-1000Mbps;Balanced;Europe;NSP;Open;N;N
618;20144;100-1000Mbps;Mostly Outbound;Global;Non-Profit;Selective;N;N
620;12956;Not Disclosed;Balanced;Global;NSP;Restrictive;N;N
621;12654;0-20 Mbps;Balanced;Global;Educational/Research;Selective;N;N
627;17374;100-1000Mbps;Mostly Outbound;North America;Enterprise;Open;N;N
628;21202;5-10Gbps;Heavy Outbound;Europe;NSP;Open;N;N
629;27552;50-100 Gbps;Balanced;Regional;NSP;Selective;N;N
630;13720;5-10Gbps;Mostly Outbound;Global;Content;Selective;N;N
633;8442;Not Disclosed;Balanced;Europe;Cable/DSL/ISP;Open;N;N
635;29686;10-20Gbps;Mostly Outbound;Europe;NSP;Open;N;N
637;19318;5-10Gbps;Mostly Outbound;Regional;Content;Open;N;N
639;30588;20-50 Gbps;Heavy Outbound;Global;Content;Open;N;N
643;20920;100-1000Mbps;Mostly Outbound;Europe;NSP;Open;N;N
644;26458;1-5Gbps;Heavy Outbound;North America;Content;Open;N;N
